x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429028.44,4580698.32,110.1,0.0,6.2339670222733465,0
429028.44,4580698.32,110.1,0.0,6.2339670222733465,0.161513827
429028.45,4580698.32,110.1,0.0,6.234490621048944,2.093410914
429028.45,4580698.32,110.15,0.05,6.2351887527497425,5.928166844
429028.44,4580698.33,110.29,0.19,6.2348396868993445,6.161107677
429028.42,4580698.34,110.51,0.41,6.2348396868993445,6.394526928
429028.41,4580698.36,110.8,0.7,6.2348396868993445,6.627987312
429028.41,4580698.36,111.15,1.05,6.2348396868993445,6.894414488
429028.41,4580698.36,111.55,1.45,6.2348396868993445,7.127743305
429028.39,4580698.37,111.98,1.88,6.2348396868993445,7.361277762
429028.38,4580698.38,112.45,2.35,6.2348396868993445,7.594383715
429028.38,4580698.38,112.93,2.83,6.2348396868993445,7.827781882
429028.37,4580698.39,113.43,3.33,6.225938507714172,8.095032896
429028.36,4580698.39,113.93,3.83,6.225938507714172,8.327483481
429028.36,4580698.39,114.45,4.35,6.226113040639372,8.560892058
429028.36,4580698.39,114.98,4.88,6.226113040639372,8.79519623
429028.36,4580698.39,115.51,5.41,6.226113040639372,9.0280378
429028.36,4580698.4,116.05,5.95,6.226113040639372,9.293957477
429028.36,4580698.4,116.6,6.5,6.226113040639372,9.528001899
429028.36,4580698.4,117.13,7.03,6.226113040639372,9.760994542
429028.36,4580698.4,117.65,7.55,6.226113040639372,9.994839106
429028.35,4580698.4,118.13,8.03,6.226113040639372,10.227947292
429028.35,4580698.4,118.55,8.45,6.226113040639372,10.493907872
429028.35,4580698.4,118.91,8.81,6.226113040639372,10.728289994
429028.35,4580698.41,119.2,9.1,6.226113040639372,10.961684279
429028.35,4580698.41,119.42,9.32,6.226113040639372,11.194386007
429028.35,4580698.41,119.59,9.49,6.226113040639372,11.427406961
429028.35,4580698.41,119.71,9.61,6.226113040639372,11.694889853
429028.34,4580698.41,119.8,9.7,6.226113040639372,11.92833309
429028.34,4580698.42,119.87,9.77,6.226113040639372,12.161023463
